class,f1_score,precision,recall,support
0,0.68,0.59,0.8,1317.0
1,0.48,0.5,0.46,934.0
2,0.48,0.6,0.4,785.0
3,0.51,0.5,0.51,331.0
4,0.35,0.42,0.29,251.0
5,0.09,0.43,0.05,59.0
