class,f1_score,precision,recall,support
0,0.65,0.7,0.61,1312.0
1,0.39,0.37,0.41,931.0
2,0.45,0.44,0.45,782.0
3,0.43,0.42,0.44,331.0
4,0.22,0.26,0.19,257.0
5,0.11,0.08,0.19,64.0
