class,f1_score,precision,recall,support
0,0.57,0.58,0.56,1376.0
1,0.22,0.44,0.15,925.0
2,0.35,0.34,0.36,754.0
3,0.24,0.2,0.31,317.0
4,0.15,0.1,0.26,237.0
5,0.04,0.03,0.06,68.0
