class,f1_score,precision,recall,support
0,0.48,0.53,0.43,1314.0
1,0.0,0.0,0.0,952.0
2,0.33,0.23,0.59,768.0
3,0.13,0.22,0.1,335.0
4,0.15,0.11,0.21,246.0
5,0.0,0.0,0.0,62.0
