class,f1_score,precision,recall,support
0,0.47,0.39,0.58,1350.0
1,0.07,0.15,0.05,940.0
2,0.01,0.5,0.0,754.0
3,0.26,0.34,0.21,320.0
4,0.14,0.09,0.38,258.0
5,0.03,0.06,0.02,55.0
