class,f1_score,precision,recall,support
0,0.59,0.68,0.52,1295.0
1,0.49,0.42,0.59,947.0
2,0.38,0.46,0.32,707.0
3,0.46,0.52,0.42,382.0
4,0.34,0.28,0.43,272.0
5,0.13,0.1,0.2,74.0
