class,f1_score,precision,recall,support
0,0.37,0.62,0.26,1333.0
1,0.08,0.33,0.05,921.0
2,0.34,0.29,0.42,771.0
3,0.28,0.25,0.32,332.0
4,0.21,0.14,0.49,254.0
5,0.08,0.04,0.36,66.0
