class,f1_score,precision,recall,support
0,0.55,0.38,1.0,1333.0
1,0.11,0.64,0.06,907.0
2,0.16,0.8,0.09,798.0
3,0.04,0.88,0.02,334.0
4,0.0,0.0,0.0,243.0
5,0.0,0.0,0.0,62.0
