class,f1_score,precision,recall,support
0,0.6,0.63,0.58,1321.0
1,0.49,0.42,0.6,940.0
2,0.38,0.47,0.32,771.0
3,0.44,0.41,0.47,327.0
4,0.34,0.46,0.27,250.0
5,0.13,0.18,0.1,68.0
