class,f1_score,precision,recall,support
0,0.64,0.48,0.97,1359.0
1,0.49,0.62,0.41,902.0
2,0.41,0.7,0.29,752.0
3,0.13,1.0,0.07,359.0
4,0.0,0.0,0.0,244.0
5,0.0,0.0,0.0,61.0
