class,f1_score,precision,recall,support
0,0.66,0.69,0.63,1352.0
1,0.5,0.36,0.79,924.0
2,0.38,0.69,0.27,766.0
3,0.17,0.91,0.09,340.0
4,0.32,0.63,0.21,242.0
5,0.21,0.5,0.13,53.0
