class,f1_score,precision,recall,support
0,0.65,0.73,0.59,1298.0
1,0.44,0.62,0.34,969.0
2,0.31,0.69,0.2,756.0
3,0.37,0.24,0.73,330.0
4,0.31,0.21,0.6,257.0
5,0.21,0.15,0.39,67.0
