class,f1_score,precision,recall,support
0,0.61,0.49,0.82,1344.0
1,0.38,0.45,0.33,957.0
2,0.38,0.45,0.33,740.0
3,0.35,0.58,0.25,355.0
4,0.16,0.91,0.09,226.0
5,0.0,0.0,0.0,55.0
