class,f1_score,precision,recall,support
0,0.44,0.69,0.32,1295.0
1,0.3,0.51,0.21,947.0
2,0.31,0.46,0.24,707.0
3,0.34,0.28,0.44,382.0
4,0.23,0.15,0.49,272.0
5,0.1,0.05,0.58,74.0
