class,f1_score,precision,recall,support
0,0.43,0.72,0.3,1334.0
1,0.31,0.49,0.22,915.0
2,0.3,0.48,0.22,784.0
3,0.34,0.27,0.44,350.0
4,0.21,0.13,0.6,226.0
5,0.08,0.04,0.46,68.0
