class,f1_score,precision,recall,support
0,0.64,0.66,0.62,1291.0
1,0.53,0.45,0.64,959.0
2,0.44,0.56,0.36,743.0
3,0.51,0.48,0.54,352.0
4,0.44,0.51,0.39,258.0
5,0.12,0.26,0.08,74.0
