class,f1_score,precision,recall,support
0,0.62,0.55,0.72,1298.0
1,0.44,0.44,0.43,963.0
2,0.4,0.43,0.37,762.0
3,0.47,0.48,0.46,353.0
4,0.18,0.8,0.1,239.0
5,0.0,0.0,0.0,62.0
