class,f1_score,precision,recall,support
0,0.57,0.66,0.51,1298.0
1,0.49,0.41,0.62,963.0
2,0.4,0.49,0.33,762.0
3,0.49,0.47,0.52,353.0
4,0.3,0.33,0.28,239.0
5,0.16,0.14,0.19,62.0
