class,f1_score,precision,recall,support
0,0.66,0.51,0.93,1355.0
1,0.49,0.46,0.51,913.0
2,0.25,0.75,0.15,761.0
3,0.03,1.0,0.01,360.0
4,0.0,0.0,0.0,228.0
5,0.03,0.14,0.02,60.0
