class,f1_score,precision,recall,support
0,0.68,0.55,0.89,1340.0
1,0.49,0.52,0.46,936.0
2,0.44,0.53,0.37,737.0
3,0.42,0.73,0.29,351.0
4,0.1,0.88,0.06,254.0
5,0.0,0.0,0.0,59.0
