class,f1_score,precision,recall,support
0,0.63,0.5,0.86,1370.0
1,0.29,0.58,0.19,913.0
2,0.35,0.51,0.27,722.0
3,0.38,0.48,0.31,360.0
4,0.29,0.24,0.36,248.0
5,0.04,0.06,0.03,64.0
