class,f1_score,precision,recall,support
0,0.53,0.67,0.43,1352.0
1,0.4,0.42,0.39,931.0
2,0.41,0.39,0.43,737.0
3,0.32,0.28,0.38,324.0
4,0.2,0.15,0.3,277.0
5,0.12,0.08,0.21,56.0
