class,f1_score,precision,recall,support
0,0.71,0.61,0.86,1339.0
1,0.44,0.61,0.34,944.0
2,0.33,0.74,0.22,757.0
3,0.49,0.38,0.68,339.0
4,0.38,0.31,0.49,232.0
5,0.2,0.21,0.2,66.0
