class,f1_score,precision,recall,support
0,0.63,0.64,0.63,1323.0
1,0.42,0.42,0.43,925.0
2,0.43,0.44,0.42,763.0
3,0.46,0.42,0.51,344.0
4,0.44,0.48,0.42,253.0
5,0.26,0.32,0.22,69.0
