class,f1_score,precision,recall,support
0,0.3,0.51,0.22,1303.0
1,0.01,0.2,0.0,940.0
2,0.01,0.4,0.01,754.0
3,0.13,0.49,0.08,362.0
4,0.14,0.08,0.41,246.0
5,0.06,0.03,0.72,72.0
