class,f1_score,precision,recall,support
0,0.61,0.62,0.6,1319.0
1,0.47,0.42,0.54,919.0
2,0.44,0.45,0.43,792.0
3,0.43,0.53,0.37,333.0
4,0.34,0.34,0.33,249.0
5,0.03,1.0,0.02,65.0
