class,f1_score,precision,recall,support
0,0.19,0.64,0.11,1344.0
1,0.01,0.8,0.0,925.0
2,0.01,0.5,0.0,760.0
3,0.12,0.17,0.1,355.0
4,0.13,0.08,0.5,225.0
5,0.06,0.03,0.78,68.0
