class,f1_score,precision,recall,support
0,0.5,0.53,0.48,1364.0
1,0.27,0.3,0.24,931.0
2,0.17,0.24,0.13,741.0
3,0.31,0.49,0.22,336.0
4,0.17,0.11,0.42,228.0
5,0.1,0.06,0.19,77.0
