class,f1_score,precision,recall,support
0,0.58,0.63,0.54,1345.0
1,0.47,0.4,0.58,928.0
2,0.42,0.52,0.36,750.0
3,0.44,0.41,0.48,335.0
4,0.33,0.39,0.29,258.0
5,0.11,0.1,0.11,61.0
