class,f1_score,precision,recall,support
0,0.11,0.52,0.06,1324.0
1,0.41,0.27,0.94,940.0
2,0.11,0.58,0.06,773.0
3,0.21,0.62,0.12,331.0
4,0.07,0.4,0.04,252.0
5,0.0,0.0,0.0,57.0
