class,f1_score,precision,recall,support
0,0.24,0.57,0.15,1376.0
1,0.0,0.67,0.0,925.0
2,0.04,0.48,0.02,754.0
3,0.23,0.17,0.35,317.0
4,0.15,0.09,0.34,237.0
5,0.06,0.03,0.78,68.0
