class,f1_score,precision,recall,support
0,0.54,0.37,0.99,1272.0
1,0.07,0.65,0.04,968.0
2,0.24,0.68,0.15,790.0
3,0.1,0.9,0.05,343.0
4,0.01,1.0,0.0,251.0
5,0.03,0.2,0.02,53.0
