class,f1_score,precision,recall,support
0,0.4,0.62,0.29,1334.0
1,0.01,0.4,0.01,915.0
2,0.28,0.47,0.2,779.0
3,0.22,0.14,0.51,353.0
4,0.2,0.13,0.5,237.0
5,0.07,0.04,0.34,59.0
