class,f1_score,precision,recall,support
0,0.65,0.64,0.66,1274.0
1,0.45,0.47,0.44,968.0
2,0.45,0.44,0.45,770.0
3,0.49,0.45,0.53,347.0
4,0.45,0.48,0.42,251.0
5,0.31,0.4,0.25,67.0
