class,f1_score,precision,recall,support
0,0.55,0.38,0.99,1333.0
1,0.01,0.5,0.01,946.0
2,0.23,0.65,0.14,763.0
3,0.15,0.7,0.08,340.0
4,0.0,0.0,0.0,237.0
5,0.0,0.0,0.0,58.0
