class,f1_score,precision,recall,support
0,0.67,0.59,0.78,1274.0
1,0.52,0.55,0.5,968.0
2,0.47,0.6,0.39,770.0
3,0.53,0.52,0.53,347.0
4,0.48,0.55,0.43,251.0
5,0.3,0.47,0.22,67.0
