class,f1_score,precision,recall,support
0,0.23,0.79,0.14,1364.0
1,0.01,0.33,0.0,931.0
2,0.24,0.33,0.19,741.0
3,0.21,0.14,0.4,336.0
4,0.18,0.11,0.62,228.0
5,0.09,0.05,0.47,77.0
