class,f1_score,precision,recall,support
0,0.65,0.67,0.64,1356.0
1,0.45,0.53,0.39,890.0
2,0.49,0.57,0.43,792.0
3,0.38,0.26,0.7,331.0
4,0.38,0.38,0.37,243.0
5,0.07,0.16,0.05,65.0
