class,f1_score,precision,recall,support
0,0.62,0.46,0.97,1361.0
1,0.43,0.61,0.34,927.0
2,0.35,0.68,0.24,740.0
3,0.09,1.0,0.05,341.0
4,0.0,0.0,0.0,235.0
5,0.0,0.0,0.0,73.0
