class,f1_score,precision,recall,support
0,0.63,0.61,0.64,1323.0
1,0.49,0.43,0.57,925.0
2,0.43,0.54,0.36,763.0
3,0.49,0.48,0.51,344.0
4,0.43,0.51,0.37,253.0
5,0.13,0.27,0.09,69.0
