class,f1_score,precision,recall,support
0,0.67,0.6,0.75,1314.0
1,0.42,0.64,0.32,952.0
2,0.49,0.58,0.42,768.0
3,0.46,0.33,0.74,335.0
4,0.45,0.45,0.45,246.0
5,0.08,0.17,0.05,62.0
