class,f1_score,precision,recall,support
0,0.42,0.71,0.3,1302.0
1,0.24,0.49,0.16,974.0
2,0.31,0.46,0.23,746.0
3,0.32,0.29,0.37,344.0
4,0.17,0.11,0.46,238.0
5,0.08,0.04,0.58,73.0
