class,f1_score,precision,recall,support
0,0.0,1.0,0.0,1300.0
1,0.4,0.26,0.85,964.0
2,0.0,0.0,0.0,768.0
3,0.0,0.0,0.0,336.0
4,0.1,0.08,0.16,250.0
5,0.0,0.0,0.0,59.0
