class,f1_score,precision,recall,support
0,0.61,0.62,0.59,1319.0
1,0.51,0.44,0.6,919.0
2,0.44,0.53,0.38,792.0
3,0.51,0.47,0.56,333.0
4,0.36,0.48,0.28,249.0
5,0.1,0.11,0.09,65.0
