class,f1_score,precision,recall,support
0,0.59,0.42,0.98,1333.0
1,0.35,0.59,0.25,907.0
2,0.25,0.74,0.15,798.0
3,0.12,1.0,0.06,334.0
4,0.0,0.0,0.0,243.0
5,0.0,0.0,0.0,62.0
