class,f1_score,precision,recall,support
0,0.61,0.44,0.96,1311.0
1,0.17,0.62,0.1,956.0
2,0.49,0.57,0.42,752.0
3,0.36,0.75,0.24,344.0
4,0.12,0.89,0.06,254.0
5,0.03,0.14,0.02,60.0
