class,f1_score,precision,recall,support
0,0.61,0.45,0.94,1324.0
1,0.31,0.58,0.21,940.0
2,0.43,0.58,0.35,773.0
3,0.36,0.84,0.23,331.0
4,0.1,0.87,0.05,252.0
5,0.0,0.0,0.0,57.0
