class,f1_score,precision,recall,support
0,0.65,0.64,0.65,1317.0
1,0.49,0.44,0.55,963.0
2,0.45,0.48,0.42,778.0
3,0.5,0.51,0.48,331.0
4,0.37,0.55,0.28,231.0
5,0.2,0.54,0.12,57.0
