class,f1_score,precision,recall,support
0,0.2,0.69,0.11,1331.0
1,0.0,0.67,0.0,912.0
2,0.0,0.0,0.0,772.0
3,0.11,0.11,0.1,366.0
4,0.14,0.08,0.67,235.0
5,0.06,0.03,0.61,61.0
