class,f1_score,precision,recall,support
0,0.57,0.67,0.5,1286.0
1,0.43,0.44,0.42,981.0
2,0.42,0.41,0.43,739.0
3,0.33,0.32,0.34,365.0
4,0.25,0.19,0.36,249.0
5,0.09,0.07,0.16,57.0
