class,f1_score,precision,recall,support
0,0.67,0.53,0.89,1335.0
1,0.48,0.55,0.44,962.0
2,0.46,0.57,0.38,741.0
3,0.39,0.64,0.29,329.0
4,0.12,0.8,0.06,254.0
5,0.0,0.0,0.0,56.0
