class,f1_score,precision,recall,support
0,0.65,0.56,0.78,1332.0
1,0.41,0.56,0.32,955.0
2,0.46,0.58,0.38,752.0
3,0.5,0.44,0.57,349.0
4,0.39,0.34,0.45,232.0
5,0.1,0.17,0.07,57.0
