class,f1_score,precision,recall,support
0,0.62,0.49,0.85,1302.0
1,0.41,0.5,0.35,974.0
2,0.41,0.5,0.35,746.0
3,0.37,0.55,0.28,344.0
4,0.21,0.8,0.12,238.0
5,0.0,0.0,0.0,73.0
