class,f1_score,precision,recall,support
0,0.55,0.46,0.68,1380.0
1,0.0,0.0,0.0,907.0
2,0.25,0.28,0.22,734.0
3,0.28,0.23,0.35,332.0
4,0.27,0.21,0.36,276.0
5,0.02,0.01,0.02,48.0
