class,f1_score,precision,recall,support
0,0.07,0.96,0.04,1329.0
1,0.0,0.5,0.0,935.0
2,0.12,0.28,0.08,763.0
3,0.08,0.08,0.09,338.0
4,0.16,0.09,0.61,245.0
5,0.07,0.04,0.72,67.0
