class,f1_score,precision,recall,support
0,0.66,0.59,0.74,1282.0
1,0.53,0.5,0.56,1003.0
2,0.41,0.58,0.31,723.0
3,0.48,0.48,0.49,345.0
4,0.39,0.49,0.33,253.0
5,0.13,0.3,0.08,71.0
