class,f1_score,precision,recall,support
0,0.56,0.39,0.99,1309.0
1,0.01,0.6,0.0,961.0
2,0.37,0.66,0.26,739.0
3,0.05,1.0,0.02,346.0
4,0.0,0.0,0.0,247.0
5,0.02,0.14,0.01,75.0
