class,f1_score,precision,recall,support
0,0.54,0.37,0.99,1318.0
1,0.03,0.83,0.02,956.0
2,0.2,0.66,0.12,744.0
3,0.06,1.0,0.03,342.0
4,0.0,0.0,0.0,263.0
5,0.0,0.0,0.0,54.0
