class,f1_score,precision,recall,support
0,0.38,0.75,0.26,1354.0
1,0.25,0.51,0.17,954.0
2,0.26,0.49,0.18,744.0
3,0.28,0.21,0.4,324.0
4,0.19,0.13,0.4,247.0
5,0.05,0.03,0.63,54.0
