class,f1_score,precision,recall,support
0,0.64,0.7,0.59,1335.0
1,0.51,0.42,0.66,941.0
2,0.48,0.6,0.4,734.0
3,0.5,0.53,0.48,356.0
4,0.45,0.49,0.42,252.0
5,0.11,0.16,0.08,59.0
