class,f1_score,precision,recall,support
0,0.17,0.4,0.11,1355.0
1,0.4,0.25,0.9,941.0
2,0.0,0.0,0.0,739.0
3,0.0,0.0,0.0,345.0
4,0.0,0.0,0.0,222.0
5,0.0,0.0,0.0,75.0
