class,f1_score,precision,recall,support
0,0.64,0.51,0.85,1370.0
1,0.43,0.49,0.39,913.0
2,0.38,0.46,0.33,722.0
3,0.37,0.64,0.26,360.0
4,0.1,0.74,0.06,248.0
5,0.0,0.0,0.0,64.0
