class,f1_score,precision,recall,support
0,0.67,0.77,0.59,1329.0
1,0.42,0.42,0.42,953.0
2,0.46,0.45,0.47,743.0
3,0.45,0.4,0.52,340.0
4,0.27,0.24,0.31,242.0
5,0.13,0.09,0.23,70.0
