class,f1_score,precision,recall,support
0,0.62,0.61,0.63,1302.0
1,0.47,0.43,0.53,974.0
2,0.41,0.41,0.4,746.0
3,0.4,0.47,0.35,344.0
4,0.33,0.47,0.26,238.0
5,0.02,0.1,0.01,73.0
